,Name,Platform,Year_of_Release,Genre,Critic_Score,User_Score,Rating
4007,The Simpsons: Road Rage,GC,2001,Racing,67.0,7.7,16
4010,Azurik: Rise of Perathia,XB,2001,Action,52.0,8.5,16
4011,Dragon Ball Z: Sagas,XB,2005,Fighting,51.0,6.1,16
4012,AC/DC LIVE: Rock Band Track Pack,PS3,2008,Misc,60.0,5.3,16
4013,Crash Tag Team Racing,PSP,2005,Racing,68.0,7.1,12
4015,Harvest Moon: Another Wonderful Life,GC,2004,Role-Playing,70.0,9.2,6
4016,Final Fantasy Fables: Chocobo Tales,DS,2006,Adventure,75.0,7.4,6
4017,NCAA College Basketball 2K3,PS2,2002,Sports,83.0,8.0,6
4019,NCAA March Madness 2004,XB,2003,Sports,81.0,,6
4020,Bakugan: Battle Brawlers,X360,2009,Action,60.0,5.2,6
4021,Fantastic 4,GC,2005,Action,61.0,4.0,16
4022,Tony Hawk's American Sk8land,GBA,2005,Sports,64.0,5.4,6
4023,Metro 2033,PC,2010,Shooter,81.0,8.1,18
4024,Valhalla Knights,PSP,2006,Role-Playing,53.0,6.3,12
4025,Dance Dance Revolution: Disney Channel Edition,PS2,2008,Simulation,61.0,,6
4026,The Incredible Hulk,DS,2008,Action,50.0,,12
4030,Luminous Arc,DS,2007,Role-Playing,70.0,7.0,16
4031,4x4 EVO 2,XB,2001,Racing,59.0,6.2,6
4032,Juiced 2: Hot Import Nights,DS,2007,Racing,72.0,,16
4033,Cradle of Rome,DS,2008,Puzzle,63.0,,6
4034,Grand Theft Auto,GBA,2004,Action,68.0,7.1,18
4035,Avalon Code,DS,2008,Role-Playing,71.0,7.4,12
4037,Resident Evil Archives: Resident Evil Zero,Wii,2008,Action,62.0,8.2,18
4039,My Street,PS2,2003,Misc,46.0,3.9,6
4040,Spider-Man: Shattered Dimensions,Wii,2010,Action,75.0,7.7,16
4041,Ghost Rider,PSP,2007,Action,49.0,5.7,16
4042,Shadow Hearts: Covenant,PS2,2004,Role-Playing,85.0,9.1,16
4044,Driver '76,PSP,2007,Racing,57.0,7.9,18
4045,Harry Potter and the Order of the Phoenix,PS3,2007,Action,67.0,6.6,12
4046,Midway Arcade Treasures: Extended Play,PSP,2005,Misc,63.0,7.8,18
4047,Dynasty Warriors 6 Empires,X360,2009,Action,59.0,7.3,16
4049,FIFA World Cup Germany 2006,XB,2006,Sports,77.0,8.4,6
4051,G.I. Joe: The Rise of Cobra,X360,2009,Action,42.0,4.7,16
4054,PDC World Championship Darts 2008,Wii,2008,Sports,51.0,5.4,12
4059,Pure Futbol,PS3,2010,Sports,46.0,7.5,6
4060,Tiger Woods PGA Tour 10,PSP,2009,Sports,70.0,,6
4061,Dood's Big Adventure,Wii,2010,Platform,56.0,,6
4062,Afro Samurai,X360,2009,Action,65.0,6.2,18
4063,Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,Role-Playing,61.0,5.4,18
4064,NASCAR 08,PS2,2007,Racing,56.0,8.2,6
4065,Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009,Adventure,74.0,8.1,16
4066,Divinity II: Ego Draconis,X360,2009,Role-Playing,62.0,6.4,18
4069,Bakugan: Battle Brawlers,PS3,2009,Action,63.0,8.2,6
4070,Naruto: Path of the Ninja 2,DS,2006,Role-Playing,62.0,7.5,12
4071,Karaoke Revolution Volume 2,PS2,2004,Misc,76.0,7.0,6
4072,Prince of Persia: The Forgotten Sands,Wii,2010,Action,77.0,8.1,16
4073,Disney's A Christmas Carol,DS,2009,Adventure,66.0,6.5,6
4075,NASCAR Thunder 2004,XB,2003,Racing,85.0,9.1,6
4076,Buffy the Vampire Slayer,XB,2002,Action,79.0,9.1,16
4077,Harry Potter and the Goblet of Fire,XB,2005,Action,68.0,5.8,12
4078,Sands of Destruction,DS,2008,Role-Playing,63.0,7.9,16
4079,Harry Potter and the Goblet of Fire,DS,2005,Action,68.0,6.0,6
4080,Viva Pinata: Party Animals,X360,2007,Misc,56.0,6.2,6
4081,World Series Baseball,XB,2002,Sports,85.0,8.8,6
4082,Test Drive: Eve of Destruction,PS2,2004,Racing,73.0,9.1,16
4086,Jeremy McGrath Supercross World,PS2,2001,Racing,35.0,3.4,16
4087,The Scorpion King: Rise of the Akkadian,PS2,2002,Action,47.0,7.2,16
4088,Rock Band Country Track Pack,X360,2009,Misc,66.0,,12
4089,The Club,PS3,2008,Shooter,72.0,6.5,18
4090,Meteos,DS,2005,Puzzle,88.0,7.5,6
4091,Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,75.0,7.8,16
4092,Tom Clancy's Splinter Cell,GC,2003,Action,89.0,8.7,16
4094,ESPN NHL Hockey,PS2,2003,Sports,90.0,7.0,6
4096,The Incredible Hulk: Ultimate Destruction,XB,2005,Action,84.0,8.0,16
4097,NCAA GameBreaker 2003,PS2,2002,Sports,53.0,,6
4098,Gundam Battle Assault,PS,1998,Fighting,61.0,7.8,16
4100,Rocket Power: Beach Bandits,GC,2002,Platform,53.0,,6
4101,Shaun White Snowboarding,DS,2008,Sports,63.0,,6
4102,Cross Edge,PS3,2008,Role-Playing,52.0,7.2,16
4103,The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,58.0,7.8,16
4104,NHL FaceOff 2001,PS,2000,Sports,78.0,,6
4105,Looney Tunes: Acme Arsenal,Wii,2007,Action,27.0,5.1,12
4106,Sherlock Holmes and the Mystery of Osborne House,DS,2010,Adventure,48.0,,12
4107,Madden NFL 06,GBA,2005,Sports,71.0,,6
4108,Madagascar: Escape 2 Africa,PS3,2008,Action,58.0,6.8,12
4109,NBA 2K6,X360,2005,Action,81.0,8.6,6
4110,NASCAR 08,PS3,2007,Racing,57.0,5.0,6
4111,Mafia,XB,2004,Action,66.0,7.7,18
4113,Dynasty Warriors: Strikeforce,X360,2009,Action,59.0,5.7,16
4114,Airblade,PS2,2001,Sports,70.0,5.8,16
4118,Genji: Dawn of the Samurai,PS2,2005,Action,74.0,8.3,18
4119,The Italian Job,PS2,2003,Racing,55.0,6.3,16
4120,TrackMania: Build to Race,Wii,2010,Racing,74.0,6.8,6
4121,Ultimate Band,Wii,2008,Misc,59.0,5.5,12
4122,Freedom Fighters,XB,2003,Shooter,82.0,8.2,16
4123,Soldier of Fortune II: Double Helix,XB,2003,Shooter,61.0,6.5,18
4124,Lunar Knights,DS,2006,Role-Playing,82.0,7.8,12
4125,Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006,Role-Playing,87.0,7.1,16
4127,Alundra,PS,1997,Role-Playing,86.0,9.0,16
4128,Mortal Kombat: Armageddon,Wii,2007,Fighting,71.0,8.4,18
4131,BlowOut,PS2,2003,Shooter,58.0,6.2,16
4132,NFL Blitz Pro,PS2,2003,Sports,73.0,8.5,6
4133,Tiger Woods PGA Tour 2003,GC,2002,Sports,90.0,8.0,6
4134,Pinball Hall of Fame: The Gottlieb Collection,PSP,2005,Misc,73.0,8.1,6
4135,Disgaea: Afternoon of Darkness,PSP,2006,Role-Playing,87.0,8.2,16
4137,SSX On Tour,PSP,2005,Sports,79.0,8.1,6
4139,Ys Seven,PSP,2009,Role-Playing,79.0,8.5,16
4140,NCAA GameBreaker 2004,PS2,2003,Sports,61.0,,6
4142,Tony Hawk's Proving Ground,DS,2007,Sports,79.0,6.7,12
4143,The Polar Express,PS2,2004,Adventure,39.0,4.3,6
4144,AC/DC LIVE: Rock Band Track Pack,X360,2008,Misc,63.0,4.9,16
4145,Valhalla Knights 2,PSP,2008,Role-Playing,50.0,5.4,12
4146,Deca Sports 3,Wii,2010,Sports,41.0,,6
4148,NBA ShootOut 2003,PS2,2002,Sports,62.0,5.9,6
4149,NHL FaceOff 2003,PS2,2002,Sports,55.0,,6
4150,Need For Speed: Undercover,DS,2008,Racing,59.0,6.7,12
4151,Rogue Ops,PS2,2003,Action,61.0,9.2,18
4154,Legion: The Legend of Excalibur,PS2,2002,Action,51.0,7.0,18
4155,Spartan: Total Warrior,PS2,2005,Action,74.0,8.4,18
4156,Justice League Heroes,PSP,2006,Role-Playing,72.0,7.8,16
4157,Conflict: Vietnam,XB,2004,Shooter,60.0,7.3,18
4158,Whirl Tour,PS2,2002,Sports,58.0,7.0,6
4159,Time Crisis: Crisis Zone,PS2,2004,Shooter,66.0,,16
4160,NBA Street: Showdown,PSP,2005,Sports,75.0,8.5,6
4161,pro evolution soccer 2011,Wii,2010,Sports,78.0,5.4,6
4162,Skies of Arcadia Legends,GC,2002,Role-Playing,84.0,9.2,16
4163,Breath of Fire,GBA,2001,Role-Playing,79.0,8.8,6
4165,NCAA Football 2005,GC,2004,Sports,88.0,9.0,6
4166,Hamtaro: Ham-Ham Games,GBA,2004,Sports,77.0,7.8,6
4172,Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004,Fighting,61.0,8.0,16
4173,FaceBreaker K.O. Party,Wii,2008,Fighting,61.0,5.6,16
4174,Dino Stalker,PS2,2002,Shooter,50.0,6.3,18
4175,Rapala's Fishing Frenzy,Wii,2008,Sports,61.0,,6
4176,Mega Man Zero 3,GBA,2004,Platform,77.0,9.0,6
4177,Super Swing Golf,Wii,2006,Sports,72.0,7.8,12
4178,G-Force,PS3,2009,Action,68.0,7.6,12
4179,Luminous Arc 2,DS,2008,Role-Playing,73.0,7.7,16
4181,Tony Hawk's Downhill Jam,DS,2006,Sports,76.0,7.0,6
4183,Age of Empires: The Age of Kings,DS,2006,Strategy,80.0,7.9,12
4184,Duel Masters: Kaijudo Showdown,GBA,2004,Misc,66.0,,6
4185,MotoGP 09/10,PS3,2010,Racing,70.0,5.4,6
4186,The Lord of the Rings: The Third Age,GBA,2004,Role-Playing,67.0,8.5,16
4187,Dinosaur King,DS,2007,Strategy,61.0,8.0,6
4188,The Suffering,XB,2004,Action,77.0,8.8,18
4189,Tetris Worlds,GC,2002,Puzzle,47.0,5.6,6
4191,Viewtiful Joe 2,GC,2004,Action,86.0,8.3,16
4192,Neopets Puzzle Adventure,Wii,2008,Puzzle,52.0,,6
4194,All Star Karate,Wii,2010,Action,46.0,,12
4195,Naruto Shippuden: Ninja Council 4,DS,2007,Action,49.0,,12
4196,Touch the Dead,DS,2007,Shooter,56.0,5.6,18
4197,Worms: Battle Islands,Wii,2010,Strategy,58.0,,12
4198,Nickelodeon Party Blast,XB,2002,Misc,19.0,4.3,6
4199,Jackass the Game,PSP,2007,Action,58.0,7.0,18
4200,Ragnarok DS,DS,2008,Role-Playing,53.0,5.8,12
4201,ATV Quad Kings,Wii,2009,Racing,33.0,,6
4202,Shellshock: Nam '67,XB,2004,Shooter,58.0,7.0,18
4203,Ultimate Band,DS,2008,Misc,69.0,,6
4204,Magna Carta: Tears of Blood,PS2,2004,Role-Playing,66.0,7.0,16
4205,All-Star Baseball 2002,GC,2001,Sports,66.0,5.6,6
4206,Lethal Skies Elite Pilot: Team SW,PS2,2001,Simulation,59.0,,6
4207,Capcom vs. SNK,DC,2000,Fighting,80.0,9.0,16
4208,Pinball Hall of Fame: The Williams Collection,PS3,2009,Misc,82.0,7.9,12
4209,Aliens vs Predator: Requiem,PSP,2007,Action,49.0,5.6,16
4212,From Russia With Love,GC,2005,Action,70.0,8.5,16
4213,Guitar Hero: Smash Hits,PS2,2009,Misc,69.0,8.3,16
4214,NBA Live 09 All-Play,Wii,2008,Sports,51.0,5.9,6
4215,NFL Quarterback Club 2002,PS2,2001,Sports,67.0,7.8,6
4216,NCAA Basketball 09,X360,2008,Sports,70.0,5.6,6
4217,Shin Megami Tensei: Persona,PSP,2009,Role-Playing,78.0,8.0,16
4220,Growlanser: Heritage of War,PS2,2006,Role-Playing,60.0,7.9,16
4221,Ben 10 Alien Force: Vilgax Attacks,X360,2009,Action,61.0,8.3,12
4222,Rugby 2004,PS2,2003,Sports,61.0,6.8,6
4224,NBA 06,PSP,2005,Sports,72.0,5.4,6
4225,KORG DS-10 Synthesizer,DS,2008,Misc,82.0,8.2,6
4226,Naruto: Ninja Council,GBA,2003,Action,60.0,7.1,12
4227,Tropico 3,X360,2009,Strategy,75.0,6.6,16
4228,Wreckless: ThE YaKuza MisSiOns,PS2,2002,Racing,60.0,,16
4229,Deadly Creatures,Wii,2009,Action,72.0,8.8,16
4232,NFL 2K3,GC,2002,Sports,92.0,8.3,6
4233,Hasbro Family Game Night,DS,2009,Puzzle,57.0,,6
4234,Samurai Jack: The Amulet of Time,GBA,2003,Platform,63.0,,16
4236,Britney's Dance Beat,GBA,2002,Misc,53.0,7.4,6
4237,Shrek SuperSlam,GC,2005,Action,70.0,7.8,12
4238,Full Auto,X360,2006,Shooter,70.0,7.8,16
4239,Herdy Gerdy,PS2,2002,Adventure,69.0,5.0,6
4240,Afrika,PS3,2008,Adventure,63.0,6.2,12
4241,G.I. Joe: The Rise of Cobra,Wii,2009,Action,51.0,,16
4242,Jewel Quest: Expeditions,DS,2007,Puzzle,68.0,,6
4243,Over G Fighters,X360,2006,Simulation,49.0,6.0,16
4244,Dark Summit,PS2,2001,Sports,67.0,,16
4246,Hot Shots Tennis: Get a Grip,PSP,2010,Sports,80.0,8.0,6
4247,MySims Party,Wii,2009,Simulation,56.0,,6
4248,Star Wars: The Force Unleashed II,DS,2010,Action,43.0,4.0,16
4249,The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,52.0,6.8,6
4250,Namco Museum: 50th Anniversary,GC,2005,Misc,60.0,,12
4251,Crash 'N' Burn,PS2,2004,Racing,63.0,8.0,16
4252,NBA,PSP,2005,Sports,57.0,6.9,6
4253,Disaster Report,PS2,2002,Action,66.0,8.0,16
4255,College Hoops 2K7,X360,2006,Sports,82.0,8.2,6
4256,NCAA March Madness 08,X360,2007,Sports,69.0,,6
4257,Rampage: Total Destruction,Wii,2006,Action,46.0,5.6,12
4258,Wild Wild Racing,PS2,2000,Racing,64.0,,6
4259,The Bard's Tale,PS2,2004,Role-Playing,76.0,8.6,16
4260,Robotech: The Macross Saga,GBA,2002,Shooter,61.0,6.5,6
4261,Conflict Zone,PS2,2002,Strategy,47.0,7.4,16
4264,Star Wars: Battlefront,PC,2004,Shooter,72.0,3.5,16
4265,BloodRayne,XB,2002,Shooter,76.0,7.5,18
4267,NHL 2K6,XB,2005,Sports,83.0,7.5,12
4268,Hannah Montana: The Movie,X360,2009,Adventure,25.0,3.8,6
4269,Tenchu: Return From Darkness,XB,2004,Action,70.0,7.0,18
4270,World Poker Tour,PS2,2005,Misc,60.0,8.6,16
4271,Neo Contra,PS2,2004,Shooter,65.0,7.1,18
4272,MVP Baseball,PSP,2005,Sports,67.0,7.7,6
4273,Tony Hawk's American Sk8land,DS,2005,Sports,84.0,8.7,6
4274,Viewtiful Joe 2,PS2,2004,Action,85.0,7.7,16
4275,The BIGS 2,X360,2009,Sports,76.0,6.2,12
4276,Quake III: Revolution,PS2,2001,Shooter,84.0,7.2,18
4277,Pac-Man World 3,PS2,2005,Platform,63.0,5.2,6
4278,50 Cent: Blood on the Sand,X360,2009,Shooter,71.0,6.4,18
4280,SBK X: Superbike World Championship,PS3,2010,Racing,73.0,7.5,12
4282,Madden NFL 07,DS,2006,Sports,70.0,6.5,6
4283,HBO Boxing,PS,2000,Fighting,26.0,4.0,6
4284,Bass Pro Shops: The Strike,X360,2009,Sports,63.0,5.8,6
4285,Darkwatch,XB,2005,Shooter,75.0,8.1,18
4287,Maximo vs Army of Zin,PS2,2003,Platform,83.0,7.8,16
4289,The Chronicles of Narnia: Prince Caspian,DS,2008,Action,54.0,,12
4290,Summoner 2,PS2,2002,Role-Playing,76.0,8.3,16
4291,Shadow of Destiny,PS2,2001,Adventure,78.0,8.2,16
4292,Ninja Gaiden: Dragon Sword,DS,2008,Action,83.0,7.8,16
4293,Cabela's Deer Hunt: 2004 Season,XB,2003,Sports,65.0,8.4,16
4297,The Legend of Spyro: The Eternal Night,Wii,2007,Platform,60.0,6.4,12
4299,Cursed Mountain,Wii,2009,Adventure,67.0,7.6,18
4300,Age of Empires: Mythologies,DS,2008,Strategy,78.0,6.9,12
4301,SBK Superbike World Championship,X360,2008,Racing,63.0,8.0,12
4302,Bionicle,GC,2003,Action,47.0,4.2,6
4304,A Boy and His Blob,Wii,2009,Platform,80.0,8.7,6
4305,Baja: Edge of Control,PS3,2008,Racing,61.0,5.0,6
4306,G.I. Joe: The Rise of Cobra,PS3,2009,Action,43.0,4.8,16
4307,UFC Undisputed 2010,PSP,2010,Fighting,74.0,7.0,16
4308,World Series of Poker,PSP,2005,Misc,37.0,6.4,12
4309,Rayman Raving Rabbids,X360,2007,Misc,67.0,7.3,6
4310,Deus Ex: The Conspiracy,PS2,2002,Action,81.0,8.9,18
4311,Unreal II: The Awakening,XB,2004,Shooter,64.0,5.3,18
4312,Rumble Racing,PS2,2001,Racing,85.0,8.2,6
4313,Spider-Man: Web of Shadows,PS2,2008,Action,69.0,4.1,12
4314,Vampire Rain,X360,2007,Action,38.0,2.9,18
4315,Batman Begins,XB,2005,Action,65.0,7.1,16
4317,Shrek: Reekin' Havoc,GBA,2003,Platform,57.0,,6
4318,JSRF: Jet Set Radio Future,XB,2002,Action,88.0,8.2,16
4319,NHL Hitz 20-02,GC,2001,Sports,79.0,8.7,6
4320,Way of the Samurai 3,X360,2009,Action,55.0,6.8,18
4321,NCAA Football 2003,GC,2002,Sports,91.0,8.1,6
4323,Marvel Super Hero Squad,PSP,2009,Fighting,51.0,,12
4326,ESPN Winter X Games: Snowboarding 2002,PS2,2000,Sports,64.0,7.9,16
4327,Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,76.0,8.0,12
4328,Project: Snowblind,PS2,2005,Action,78.0,8.3,16
4329,Prison Break: The Conspiracy,X360,2010,Action,40.0,4.7,16
4331,Mortal Kombat: Special Forces,PS,2000,Fighting,28.0,2.4,18
4333,The Last Airbender,Wii,2010,Action,53.0,6.6,16
4334,Tony Hawk's Motion,DS,2008,Sports,39.0,,6
4335,NCAA March Madness 07,X360,2007,Sports,67.0,7.1,6
4336,StokEd,X360,2009,Sports,68.0,8.6,16
4337,Evil Dead: Regeneration,PS2,2005,Action,68.0,8.5,18
4339,NHL 2003,XB,2002,Sports,80.0,7.9,6
4340,Tiger Woods PGA Tour,PSP,2005,Sports,78.0,7.4,6
4341,NHL 2K3,PS2,2002,Sports,89.0,7.8,6
4343,Final Fight One,GBA,2001,Fighting,82.0,7.8,6
4345,MLB 10: The Show,PSP,2010,Sports,79.0,6.6,6
4346,Gallop Racer 2003: A New Breed,PS2,2002,Sports,68.0,8.5,6
4348,Blue Dragon Plus,DS,2008,Role-Playing,69.0,6.5,6
4349,Outlaw Golf 2,XB,2004,Sports,74.0,,18
4350,BeyBlade VForce: Super Tournament Battle,GC,2002,Action,33.0,7.5,6
4351,Dead to Rights: Retribution,X360,2010,Shooter,61.0,7.0,18
4352,Dragon Ball Z: Sagas,GC,2005,Fighting,48.0,6.6,16
4353,X2: Wolverine's Revenge,XB,2003,Platform,58.0,6.4,16
4354,Power Rangers: Wild Force,GBA,2002,Action,55.0,6.9,6
4355,Tenchu: Shadow Assassins,Wii,2008,Action,70.0,7.8,18
4357,Mary-Kate and Ashley: Girls Night Out,GBA,2002,Misc,75.0,,6
4358,Beyblade G-Revolution,GBA,2004,Action,40.0,7.8,6
4359,Capcom Fighting Evolution,PS2,2004,Fighting,57.0,4.8,16
4362,NASCAR Heat 2002,XB,2001,Racing,78.0,,6
4364,Mobile Suit Gundam: Crossfire,PS3,2006,Simulation,33.0,5.1,16
4365,Suikoden Tactics,PS2,2005,Strategy,68.0,8.6,16
4366,NCAA March Madness 06,XB,2005,Sports,76.0,7.2,6
4368,EVE Online,PC,2003,Role-Playing,69.0,7.5,16
4369,Phantasy Star Online,DC,2000,Role-Playing,89.0,9.1,16
4370,Crazy Taxi 3: High Roller,XB,2002,Racing,69.0,8.5,16
4371,Midnight Club 3: DUB Edition Remix,XB,2006,Racing,87.0,5.3,12
4372,Thrillville,PSP,2006,Strategy,72.0,2.8,12
4374,The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting,67.0,8.5,16
4376,MLB SlugFest 20-03,XB,2002,Sports,79.0,7.8,6
4377,The Con,PSP,2005,Fighting,63.0,7.3,16
4378,Pitfall: The Lost Expedition,PS2,2004,Platform,70.0,8.9,6
4379,Need for Speed Carbon: Own the City,DS,2006,Racing,70.0,7.5,6
4380,Enchanted Arms,PS3,2007,Role-Playing,64.0,5.9,16
4381,Le Mans 24 Hours,PS2,2001,Racing,75.0,7.6,6
4383,Dragon Ball Z: Harukanaru Densetsu,DS,2007,Role-Playing,57.0,6.2,6
4384,Harvest Moon: More Friends of Mineral Town,GBA,2003,Simulation,82.0,9.2,6
4385,X2: Wolverine's Revenge,GBA,2003,Platform,72.0,7.2,6
4386,NBA 2K2,XB,2002,Sports,90.0,7.6,6
4389,Cars,XB,2006,Racing,70.0,,6
4390,Spy Hunter,GC,2002,Racing,71.0,,16
4391,Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,52.0,7.0,18
4392,Planet 51,Wii,2009,Action,53.0,5.8,6
4393,Dead to Rights II,PS2,2005,Shooter,51.0,5.3,18
4394,Super Dodge Ball Advance,GBA,2001,Sports,79.0,,6
4397,Kung Fu Rider,PS3,2010,Action,36.0,3.7,12
4398,DarkStar One: Broken Alliance,X360,2010,Simulation,63.0,7.2,16
4401,Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,70.0,8.6,6
4402,Body and Brain Connection,X360,2010,Misc,57.0,4.8,6
4403,Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,65.0,7.3,12
4404,Warriors Orochi,PSP,2008,Action,62.0,6.6,16
4405,MVP Baseball 2003,XB,2003,Sports,82.0,9.0,6
4406,Monster Jam,X360,2007,Racing,43.0,6.4,6
4407,Infinite Space,DS,2009,Role-Playing,75.0,9.0,16
4408,NCAA Final Four 2004,PS2,2003,Sports,45.0,,6
4409,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,72.0,6.0,16
4410,NBA 07,PSP,2006,Sports,68.0,7.0,6
4412,IHRA Drag Racing 2004,XB,2003,Racing,40.0,7.4,6
4414,Clive Barker's Jericho,PS3,2007,Shooter,60.0,7.1,18
4416,Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,65.0,6.7,12
4417,Treasure World,DS,2009,Simulation,68.0,,6
4418,Ford Racing Off Road,PS2,2008,Racing,37.0,,6
4419,Namco Museum: 50th Anniversary,GBA,2005,Misc,60.0,,6
4420,Front Mission Evolved,X360,2010,Shooter,58.0,6.1,16
4421,Mat Hoffman's Pro BMX 2,XB,2002,Sports,75.0,,16
4422,From Russia With Love,XB,2005,Action,71.0,8.8,16
4423,Apache: Air Assault,PS3,2010,Simulation,66.0,6.1,16
4425,Grandia II,DC,2000,Role-Playing,90.0,8.8,16
4426,Ridge Racer 6,X360,2005,Racing,74.0,7.1,6
4427,Shark Tale,XB,2004,Action,67.0,,6
4428,NFL Street 2,GC,2004,Sports,77.0,,6
4429,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,53.0,7.0,12
4431,Record of Agarest War,X360,2008,Role-Playing,71.0,7.0,16
4432,Gladius,PS2,2003,Strategy,78.0,8.0,16
4434,Dave Mirra Freestyle BMX 2,XB,2001,Sports,76.0,8.2,16
4435,SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002,Platform,66.0,8.3,6
4436,Taiko Drum Master,PS2,2004,Misc,77.0,8.1,6
4437,Tetris Worlds (Online Edition),XB,2003,Puzzle,62.0,,6
4439,Forgotten Realms: Demon Stone,PS2,2004,Action,71.0,6.8,16
4440,Soldier of Fortune: Payback,X360,2007,Shooter,50.0,5.6,18
4441,Afro Samurai,PS3,2009,Action,65.0,6.1,18
4442,Looney Tunes: Space Race,PS2,2002,Racing,62.0,,6
4443,Neighborhood Games,Wii,2009,Misc,49.0,,6
4445,Playboy: The Mansion,PS2,2005,Simulation,59.0,7.5,18
4446,Baja: Edge of Control,X360,2008,Racing,65.0,7.1,6
4447,Tiger Woods PGA Tour 06,PSP,2005,Sports,80.0,7.9,6
4448,Ratatouille,GBA,2007,Action,65.0,,6
4449,Bleach: The 3rd Phantom,DS,2008,Role-Playing,59.0,8.0,16
4450,MC Groovz Dance Craze,GC,2004,Misc,42.0,6.8,6
4451,The Thing,XB,2002,Adventure,78.0,6.6,18
4452,Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,58.0,7.2,16
4454,Baldur's Gate: Dark Alliance,XB,2002,Role-Playing,83.0,8.3,16
4455,Prince of Persia: Warrior Within,GC,2004,Action,83.0,8.6,18
4456,Warriors Orochi,X360,2007,Action,53.0,7.4,16
4457,Predator: Concrete Jungle,PS2,2005,Action,47.0,8.8,18
4459,X-Men Origins: Wolverine,DS,2009,Action,55.0,8.1,12
4460,Big Mutha Truckers 2,PS2,2005,Racing,51.0,2.1,18
4461,Armored Core 4,PS3,2006,Simulation,65.0,6.8,16
4462,Solatorobo: Red the Hunter,DS,2010,Role-Playing,76.0,7.9,12
4463,NHL FaceOff 2001,PS2,2001,Sports,57.0,4.0,6
4464,Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,70.0,8.2,16
4465,The Great Escape,PS2,2003,Action,57.0,8.0,16
4467,Big Mutha Truckers,XB,2002,Racing,59.0,4.3,16
4469,The Hobbit,GBA,2003,Platform,67.0,9.2,6
4470,The King of Fighters XI,PS2,2006,Fighting,75.0,8.5,16
4471,Tom Clancy's Splinter Cell: Essentials,PSP,2006,Shooter,58.0,7.5,18
4472,Chronicles of Mystery: Curse of the Ancient Temple,DS,2009,Adventure,57.0,,6
4474,Family Guy,PSP,2006,Action,51.0,6.3,18
4475,Sniper Elite,PS2,2005,Shooter,76.0,8.9,18
4476,Harry Potter and the Goblet of Fire,PSP,2005,Action,70.0,7.4,12
4477,Breath of Fire II,GBA,2001,Role-Playing,81.0,8.8,6
4479,Ice Age 2: The Meltdown,GC,2006,Platform,67.0,,12
4480,Conan,X360,2007,Action,69.0,7.3,18
4481,Dinotopia: The Timestone Pirates,GBA,2002,Action,64.0,,6
4482,No More Heroes: Heroes' Paradise,PS3,2010,Action,72.0,7.3,18
4483,Aliens vs Predator,PC,2010,Shooter,68.0,7.4,18
4485,Manhunt,XB,2004,Action,74.0,7.9,18
4486,NCAA Final Four 2003,PS2,2002,Sports,57.0,6.0,6
4487,Dynasty Warriors: Gundam 2,X360,2008,Action,49.0,7.0,16
4489,Spectrobes: Origins,Wii,2009,Role-Playing,71.0,8.4,12
4490,DanceMasters,X360,2010,Misc,63.0,5.9,12
4491,Breath of Fire: Dragon Quarter,PS2,2002,Role-Playing,78.0,6.9,16
4492,Shiren the Wanderer,Wii,2008,Role-Playing,71.0,7.6,16
4494,Spore Hero Arena,DS,2009,Simulation,49.0,2.6,6
4495,Disney's Magical Mirror Starring Mickey Mouse,GC,2002,Adventure,50.0,8.9,6
4496,Enchanted Arms,X360,2006,Role-Playing,69.0,6.9,16
4497,Conflict: Denied Ops,X360,2008,Shooter,52.0,4.9,18
4499,Mace Griffin: Bounty Hunter,PS2,2003,Shooter,62.0,8.3,18
4500,101-in-1 Explosive Megamix,DS,2008,Puzzle,46.0,,6
4501,Legacy of Kain: Defiance,XB,2003,Action,74.0,7.9,18
4502,Final Fantasy XI,X360,2006,Role-Playing,66.0,6.5,16
4503,Trivial Pursuit unhinged,PS2,2004,Misc,51.0,,16
4504,Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action,56.0,6.4,16
4506,Aliens versus Predator: Extinction,PS2,2003,Strategy,66.0,8.4,16
4507,Shrek: Forever After,PS3,2010,Platform,57.0,4.5,12
4508,Silent Scope 2: Dark Silhouette,PS2,2001,Shooter,64.0,,18
4509,The Spiderwick Chronicles,Wii,2008,Action,62.0,,12
